cluster,trade_count,total_volume_usd,distinct_tokens,active_days,maker_fraction,avg_trade_size,std_trade_size,trades_per_day,hour_entropy,buy_fraction,avg_price,longshot_ratio,n,persona
0,40.67204005386031,5945.203648155509,13.256936410703787,4.313774203948491,0.49461025030050065,162.1395657996269,262.08599431929355,15.59532950516937,0.4396914945072108,0.5283964434626159,0.45851259755097695,0.35341352454535857,52729,"Cluster 0 (n=52729): high longshot_ratio (z=+0.24), high avg_trade_size (z=+0.00), low hour_entropy (z=-0.60)."
1,621.6532334835312,63404.08574828126,111.96198514945739,22.771360876647417,0.5359919831527865,157.15066346166583,383.30014447032335,32.514743732635125,0.7436232703401232,0.5392846692384048,0.5301475045080641,0.2103474286093557,47271,"Cluster 1 (n=47271): high hour_entropy (z=+0.67), high active_days (z=+0.46), low longshot_ratio (z=-0.26)."
